Employee Name,Manager Name,Email,Date of Hire,Store,Shift Start,Shift End,Station,Hourly Pay Rate
"Mckenzie, William","Cooper, Robert",william.mckenzie@abcfoodmart.com,2023-01-04,ABC Foodmart - Bay Ridge,2024-06-28 00:00,2024-06-28 00:00,cashier,16.44
"Day, Natasha","Carter, Karen",natasha.day@abcfoodmart.com,2023-08-02,ABC Foodmart - DUMBO,2024-11-12 00:00,2024-11-12 00:00,dairy,16.86
"Gonzalez, Michele","David, Mr.",michele.gonzalez@abcfoodmart.com,2023-09-23,ABC Foodmart - Bay Ridge,2024-12-13 00:00,2024-12-13 00:00,dairy,15.85
"Eric, Mr.","Compton, Jeffrey",mr..eric@abcfoodmart.com,2022-09-02,ABC Foodmart - DUMBO,2023-10-23 00:00,2023-10-23 00:00,dairy,13.96
"Gross, Andrew","Flores, Angela",andrew.gross@abcfoodmart.com,2022-04-30,ABC Foodmart - Whitestone,2023-07-02 00:00,2023-07-02 00:00,fresh produce,12.92
"Kramer, Veronica","Ellis, Grant",veronica.kramer@abcfoodmart.com,2023-03-28,ABC Foodmart - DUMBO,2024-10-29 00:00,2024-10-29 00:00,meats,14.29
"Frederick, Evan","Flores, Angela",evan.frederick@abcfoodmart.com,2023-02-24,ABC Foodmart - Bay Ridge,2024-02-21 00:00,2024-02-21 00:00,customer service,17.60
"Harrell, Angie","Hoffman, Tina",angie.harrell@abcfoodmart.com,2023-06-01,ABC Foodmart - Staten Island,2024-12-20 00:00,2024-12-20 00:00,fresh produce,13.76
"Smith, Brandy","Ellis, Grant",brandy.smith@abcfoodmart.com,2023-12-26,ABC Foodmart - Staten Island,2025-10-11 00:00,2025-10-11 00:00,dairy,14.88
"Campbell, Bethany","Carter, Karen",bethany.campbell@abcfoodmart.com,2023-10-07,ABC Foodmart - Bay Ridge,2024-11-14 00:00,2024-11-14 00:00,bakery,17.96
"Colon, Lindsey","Farrell, Christopher",lindsey.colon@abcfoodmart.com,2023-02-16,ABC Foodmart - Bay Ridge,2024-11-26 00:00,2024-11-26 00:00,dry goods,12.71
"Shah, Amanda","Compton, Jeffrey",amanda.shah@abcfoodmart.com,2023-10-07,ABC Foodmart - Tribeca,2025-07-01 00:00,2025-07-01 00:00,bakery,18.47
"Walls, Kristen","Cooper, Robert",kristen.walls@abcfoodmart.com,2023-02-10,ABC Foodmart - Staten Island,2024-05-19 00:00,2024-05-19 00:00,dry goods,13.30
"Jones, Christopher","Farrell, Christopher",christopher.jones@abcfoodmart.com,2022-05-19,ABC Foodmart - Whitestone,2024-01-09 00:00,2024-01-09 00:00,pharmacy,15.01
"Chambers, Jeffrey","Compton, Jeffrey",jeffrey.chambers@abcfoodmart.com,2022-09-29,ABC Foodmart - DUMBO,2024-03-04 00:00,2024-03-04 00:00,seafood,19.02
"Campbell, Brittany","Williams, Gina",brittany.campbell@abcfoodmart.com,2023-03-25,ABC Foodmart - Tribeca,2024-09-13 00:00,2024-09-13 00:00,bakery,13.60
"Smith, Diana","Farrell, Christopher",diana.smith@abcfoodmart.com,2023-05-31,ABC Foodmart - DUMBO,2024-12-06 00:00,2024-12-06 00:00,dairy,12.52
"Ellis, Lauren","Waller, Chad",lauren.ellis@abcfoodmart.com,2022-10-22,ABC Foodmart - Bay Ridge,2024-05-16 00:00,2024-05-16 00:00,meats,18.90
"Day, Natasha","Cooper, Robert",natasha.day@abcfoodmart.com,2023-08-02,ABC Foodmart - Staten Island,2024-11-22 00:00,2024-11-22 00:00,pharmacy,19.49
"Jones, Michael","Johnston, William",michael.jones@abcfoodmart.com,2023-01-19,ABC Foodmart - Staten Island,2024-03-10 00:00,2024-03-10 00:00,seafood,14.55
"Perry, Andrea","Carter, Karen",andrea.perry@abcfoodmart.com,2023-05-05,ABC Foodmart - Staten Island,2024-11-04 00:00,2024-11-04 00:00,customer service,17.55
"Gonzalez, Michele","Hoffman, Tina",michele.gonzalez@abcfoodmart.com,2023-09-23,ABC Foodmart - Tribeca,2024-12-23 00:00,2024-12-23 00:00,bakery,16.49
"Foster, Jennifer","Farrell, Christopher",jennifer.foster@abcfoodmart.com,2023-06-15,ABC Foodmart - Tribeca,2025-01-28 00:00,2025-01-28 00:00,fresh produce,18.05
"Thompson, Matthew","Moran, John",matthew.thompson@abcfoodmart.com,2022-04-22,ABC Foodmart - Whitestone,2023-09-05 00:00,2023-09-05 00:00,bakery,16.57
"Glover, Michelle","David, Mr.",michelle.glover@abcfoodmart.com,2022-08-25,ABC Foodmart - Staten Island,2024-05-27 00:00,2024-05-27 00:00,seafood,12.59
"Thomas, Robert","Carter, Karen",robert.thomas@abcfoodmart.com,2022-05-18,ABC Foodmart - Whitestone,2024-05-09 00:00,2024-05-09 00:00,seafood,15.29
"Martin, Monica","Waller, Chad",monica.martin@abcfoodmart.com,2023-11-23,ABC Foodmart - Whitestone,2026-01-11 00:00,2026-01-11 00:00,frozen foods,16.33
"Horton, Ashley","Compton, Jeffrey",ashley.horton@abcfoodmart.com,2024-01-24,ABC Foodmart - Tribeca,2025-09-06 00:00,2025-09-06 00:00,customer service,12.51
"Ellis, Lauren","Williams, Gina",lauren.ellis@abcfoodmart.com,2022-10-22,ABC Foodmart - Tribeca,2024-05-24 00:00,2024-05-24 00:00,bakery,19.07
"Warren, Timothy","Cooper, Robert",timothy.warren@abcfoodmart.com,2022-12-27,ABC Foodmart - Whitestone,2024-12-02 00:00,2024-12-02 00:00,seafood,14.54
"Glover, Michelle","Carter, Karen",michelle.glover@abcfoodmart.com,2022-08-25,ABC Foodmart - Staten Island,2024-06-09 00:00,2024-06-09 00:00,deli,13.31
"Randolph, Emily","Hoffman, Tina",emily.randolph@abcfoodmart.com,2023-03-09,ABC Foodmart - Staten Island,2024-07-23 00:00,2024-07-23 00:00,cashier,14.97
"Terri, Mrs.","David, Mr.",mrs..terri@abcfoodmart.com,2022-09-23,ABC Foodmart - DUMBO,2024-05-22 00:00,2024-05-22 00:00,bakery,19.57
"Foster, Kenneth","Carter, Karen",kenneth.foster@abcfoodmart.com,2023-04-23,ABC Foodmart - Staten Island,2024-10-23 00:00,2024-10-23 00:00,dairy,15.82
"Warren, Timothy","Hoffman, Tina",timothy.warren@abcfoodmart.com,2022-12-27,ABC Foodmart - Staten Island,2024-12-15 00:00,2024-12-15 00:00,dairy,16.86
"Vasquez, Peter","Ellis, Grant",peter.vasquez@abcfoodmart.com,2023-01-05,ABC Foodmart - Tribeca,2024-05-11 00:00,2024-05-11 00:00,customer service,15.85
"Ellis, Lauren","Hoffman, Tina",lauren.ellis@abcfoodmart.com,2022-10-22,ABC Foodmart - Bay Ridge,2024-06-04 00:00,2024-06-04 00:00,deli,16.45
"Bryan, Mr.","Moran, John",mr..bryan@abcfoodmart.com,2023-08-26,ABC Foodmart - DUMBO,2025-04-04 00:00,2025-04-04 00:00,dairy,13.94
"Chambers, Jeffrey","Farrell, Christopher",jeffrey.chambers@abcfoodmart.com,2022-09-29,ABC Foodmart - Whitestone,2024-03-08 00:00,2024-03-08 00:00,cashier,19.48
"Woods, Marcus","Flores, Angela",marcus.woods@abcfoodmart.com,2024-04-01,ABC Foodmart - Staten Island,2025-07-10 00:00,2025-07-10 00:00,seafood,12.11
"Colon, Lindsey","Farrell, Christopher",lindsey.colon@abcfoodmart.com,2023-02-16,ABC Foodmart - Bay Ridge,2024-12-02 00:00,2024-12-02 00:00,pharmacy,13.60
"Gross, Andrew","Compton, Jeffrey",andrew.gross@abcfoodmart.com,2022-04-30,ABC Foodmart - Tribeca,2023-07-24 00:00,2023-07-24 00:00,bakery,12.96
"Foster, Jennifer","Moran, John",jennifer.foster@abcfoodmart.com,2023-06-15,ABC Foodmart - Staten Island,2025-02-09 00:00,2025-02-09 00:00,pharmacy,15.74
"Mckinney, Marcus","David, Mr.",marcus.mckinney@abcfoodmart.com,2022-08-14,ABC Foodmart - Bay Ridge,2024-06-05 00:00,2024-06-05 00:00,pharmacy,13.29
"Gross, Andrew","Moran, John",andrew.gross@abcfoodmart.com,2022-04-30,ABC Foodmart - Staten Island,2023-07-27 00:00,2023-07-27 00:00,floral,17.37
"Smith, Diana","Carter, Karen",diana.smith@abcfoodmart.com,2023-05-31,ABC Foodmart - DUMBO,2024-12-17 00:00,2024-12-17 00:00,floral,18.03
"Ellis, Lauren","David, Mr.",lauren.ellis@abcfoodmart.com,2022-10-22,ABC Foodmart - Whitestone,2024-06-17 00:00,2024-06-17 00:00,floral,14.07
"Mckinney, Marcus","Ellis, Grant",marcus.mckinney@abcfoodmart.com,2022-08-14,ABC Foodmart - Staten Island,2024-07-03 00:00,2024-07-03 00:00,floral,14.24
"White, Kenneth","Williams, Gina",kenneth.white@abcfoodmart.com,2023-01-22,ABC Foodmart - DUMBO,2025-02-26 00:00,2025-02-26 00:00,cashier,17.61
"Walters, Jay","Cooper, Robert",jay.walters@abcfoodmart.com,2023-12-17,ABC Foodmart - Bay Ridge,2026-03-12 00:00,2026-03-12 00:00,dairy,16.53
"Burns, Kendra","Waller, Chad",kendra.burns@abcfoodmart.com,2022-12-13,ABC Foodmart - Staten Island,2024-08-09 00:00,2024-08-09 00:00,dry goods,17.39
"Myers, Gary","Ellis, Grant",gary.myers@abcfoodmart.com,2023-10-13,ABC Foodmart - Whitestone,2024-10-30 00:00,2024-10-30 00:00,dry goods,12.21
"Moore, Jason","Farrell, Christopher",jason.moore@abcfoodmart.com,2023-07-11,ABC Foodmart - DUMBO,2025-02-01 00:00,2025-02-01 00:00,deli,16.12
"Nichols, Brandon","Johnston, William",brandon.nichols@abcfoodmart.com,2024-02-28,ABC Foodmart - Whitestone,2025-09-17 00:00,2025-09-17 00:00,dairy,12.58
"Ellis, Lauren","Compton, Jeffrey",lauren.ellis@abcfoodmart.com,2022-10-22,ABC Foodmart - Bay Ridge,2024-06-27 00:00,2024-06-27 00:00,frozen foods,15.86
"Frederick, Evan","Moran, John",evan.frederick@abcfoodmart.com,2023-02-24,ABC Foodmart - Tribeca,2024-03-15 00:00,2024-03-15 00:00,bakery,15.95
"Conrad, Frederick","Hoffman, Tina",frederick.conrad@abcfoodmart.com,2023-11-24,ABC Foodmart - Staten Island,2025-08-28 00:00,2025-08-28 00:00,bakery,17.90
"Foster, Kenneth","Moran, John",kenneth.foster@abcfoodmart.com,2023-04-23,ABC Foodmart - Bay Ridge,2024-11-02 00:00,2024-11-02 00:00,fresh produce,17.01
"Gonzalez, Michele","Compton, Jeffrey",michele.gonzalez@abcfoodmart.com,2023-09-23,ABC Foodmart - Whitestone,2025-01-09 00:00,2025-01-09 00:00,deli,18.27
"Kramer, Veronica","Farrell, Christopher",veronica.kramer@abcfoodmart.com,2023-03-28,ABC Foodmart - Staten Island,2024-11-06 00:00,2024-11-06 00:00,dry goods,19.51
"Meyer, James","Williams, Gina",james.meyer@abcfoodmart.com,2022-05-02,ABC Foodmart - Bay Ridge,2024-04-02 00:00,2024-04-02 00:00,seafood,19.96
"Marquez, Jeffrey","Carter, Karen",jeffrey.marquez@abcfoodmart.com,2023-02-19,ABC Foodmart - Staten Island,2024-07-21 00:00,2024-07-21 00:00,dairy,12.69
"Torres, Steven","Flores, Angela",steven.torres@abcfoodmart.com,2023-05-10,ABC Foodmart - Whitestone,2024-09-27 00:00,2024-09-27 00:00,meats,16.18
"Glover, Michelle","Hoffman, Tina",michelle.glover@abcfoodmart.com,2022-08-25,ABC Foodmart - Tribeca,2024-06-16 00:00,2024-06-16 00:00,customer service,17.28
"Eric, Mr.","Compton, Jeffrey",mr..eric@abcfoodmart.com,2022-09-02,ABC Foodmart - Tribeca,2023-11-19 00:00,2023-11-19 00:00,meats,17.05
"Jordan, Carla","Williams, Gina",carla.jordan@abcfoodmart.com,2023-12-17,ABC Foodmart - Whitestone,2025-02-28 00:00,2025-02-28 00:00,seafood,12.71
"Campbell, Brittany","Moran, John",brittany.campbell@abcfoodmart.com,2023-03-25,ABC Foodmart - Bay Ridge,2024-10-12 00:00,2024-10-12 00:00,frozen foods,18.71
"Bradley, Rita","David, Mr.",rita.bradley@abcfoodmart.com,2023-08-06,ABC Foodmart - Tribeca,2025-01-11 00:00,2025-01-11 00:00,customer service,17.39
"Foster, Jennifer","Cooper, Robert",jennifer.foster@abcfoodmart.com,2023-06-15,ABC Foodmart - Bay Ridge,2025-02-20 00:00,2025-02-20 00:00,seafood,14.23
"Moore, Jason","Farrell, Christopher",jason.moore@abcfoodmart.com,2023-07-11,ABC Foodmart - Tribeca,2025-02-18 00:00,2025-02-18 00:00,dry goods,18.47
"Wood, Joshua","Compton, Jeffrey",joshua.wood@abcfoodmart.com,2022-11-26,ABC Foodmart - Staten Island,2024-11-30 00:00,2024-11-30 00:00,customer service,14.21
"Harrell, Angie","David, Mr.",angie.harrell@abcfoodmart.com,2023-06-01,ABC Foodmart - Tribeca,2025-01-07 00:00,2025-01-07 00:00,meats,16.56
"Campbell, Bethany","Farrell, Christopher",bethany.campbell@abcfoodmart.com,2023-10-07,ABC Foodmart - Whitestone,2024-12-13 00:00,2024-12-13 00:00,dry goods,17.64
"Moore, Jason","Hoffman, Tina",jason.moore@abcfoodmart.com,2023-07-11,ABC Foodmart - Staten Island,2025-02-23 00:00,2025-02-23 00:00,customer service,19.78
"Bryan, Mr.","David, Mr.",mr..bryan@abcfoodmart.com,2023-08-26,ABC Foodmart - Bay Ridge,2025-05-01 00:00,2025-05-01 00:00,bakery,13.98
"Terri, Mrs.","David, Mr.",mrs..terri@abcfoodmart.com,2022-09-23,ABC Foodmart - Whitestone,2024-05-28 00:00,2024-05-28 00:00,meats,13.47
"Hughes, Christopher","Carter, Karen",christopher.hughes@abcfoodmart.com,2022-09-01,ABC Foodmart - Staten Island,2024-05-14 00:00,2024-05-14 00:00,dry goods,13.77
"Torres, Steven","Hoffman, Tina",steven.torres@abcfoodmart.com,2023-05-10,ABC Foodmart - Bay Ridge,2024-09-28 00:00,2024-09-28 00:00,meats,12.32
"White, Kenneth","Flores, Angela",kenneth.white@abcfoodmart.com,2023-01-22,ABC Foodmart - Staten Island,2025-03-11 00:00,2025-03-11 00:00,deli,12.25
"Brooks, Renee","Hoffman, Tina",renee.brooks@abcfoodmart.com,2023-07-15,ABC Foodmart - Tribeca,2024-12-08 00:00,2024-12-08 00:00,deli,12.72
"Hernandez, Michael","Moran, John",michael.hernandez@abcfoodmart.com,2022-05-24,ABC Foodmart - Bay Ridge,2024-02-28 00:00,2024-02-28 00:00,bakery,14.57
"Thompson, Andrea","David, Mr.",andrea.thompson@abcfoodmart.com,2023-01-06,ABC Foodmart - Bay Ridge,2024-06-01 00:00,2024-06-01 00:00,bakery,19.34
"Moyer, Steven","Waller, Chad",steven.moyer@abcfoodmart.com,2022-12-26,ABC Foodmart - Staten Island,2023-10-24 00:00,2023-10-24 00:00,pharmacy,19.96
"Riley, Ashley","Johnston, William",ashley.riley@abcfoodmart.com,2022-08-17,ABC Foodmart - Staten Island,2024-07-28 00:00,2024-07-28 00:00,floral,17.80
"Burns, Kendra","Moran, John",kendra.burns@abcfoodmart.com,2022-12-13,ABC Foodmart - Staten Island,2024-08-30 00:00,2024-08-30 00:00,meats,18.81
"Jones, Evelyn","Moran, John",evelyn.jones@abcfoodmart.com,2024-02-25,ABC Foodmart - Whitestone,2025-09-29 00:00,2025-09-29 00:00,fresh produce,16.77
"Marquez, Jeffrey","Waller, Chad",jeffrey.marquez@abcfoodmart.com,2023-02-19,ABC Foodmart - Whitestone,2024-08-04 00:00,2024-08-04 00:00,bakery,18.77
"Harrell, Angie","Moran, John",angie.harrell@abcfoodmart.com,2023-06-01,ABC Foodmart - DUMBO,2025-01-31 00:00,2025-01-31 00:00,customer service,14.18
"Bradley, Rita","Waller, Chad",rita.bradley@abcfoodmart.com,2023-08-06,ABC Foodmart - DUMBO,2025-01-23 00:00,2025-01-23 00:00,seafood,17.42
"Warren, Timothy","Johnston, William",timothy.warren@abcfoodmart.com,2022-12-27,ABC Foodmart - Bay Ridge,2024-12-19 00:00,2024-12-19 00:00,dairy,16.53
"Walls, Kristen","Cooper, Robert",kristen.walls@abcfoodmart.com,2023-02-10,ABC Foodmart - Whitestone,2024-05-29 00:00,2024-05-29 00:00,seafood,17.89
"Garcia, Sarah","Hoffman, Tina",sarah.garcia@abcfoodmart.com,2022-12-14,ABC Foodmart - Bay Ridge,2024-07-03 00:00,2024-07-03 00:00,dry goods,19.74
"Blanchard, Ricky","Cooper, Robert",ricky.blanchard@abcfoodmart.com,2023-05-23,ABC Foodmart - DUMBO,2024-11-07 00:00,2024-11-07 00:00,deli,18.87
"Nichols, Mitchell","Ellis, Grant",mitchell.nichols@abcfoodmart.com,2022-09-30,ABC Foodmart - Staten Island,2023-11-08 00:00,2023-11-08 00:00,seafood,12.26
"Jones, Michael","Moran, John",michael.jones@abcfoodmart.com,2023-01-19,ABC Foodmart - Tribeca,2024-03-18 00:00,2024-03-18 00:00,dairy,14.76
"Mckenzie, William","Cooper, Robert",william.mckenzie@abcfoodmart.com,2023-01-04,ABC Foodmart - Staten Island,2024-07-01 00:00,2024-07-01 00:00,pharmacy,16.33
"Moore, Jason","Johnston, William",jason.moore@abcfoodmart.com,2023-07-11,ABC Foodmart - Tribeca,2025-03-09 00:00,2025-03-09 00:00,deli,16.49
"Wilson, Jill","Carter, Karen",jill.wilson@abcfoodmart.com,2022-12-06,ABC Foodmart - Whitestone,2024-09-07 00:00,2024-09-07 00:00,seafood,17.25
"Hernandez, Michael","Moran, John",michael.hernandez@abcfoodmart.com,2022-05-24,ABC Foodmart - Bay Ridge,2024-03-28 00:00,2024-03-28 00:00,customer service,17.57
"Johnson, Samantha","Cooper, Robert",samantha.johnson@abcfoodmart.com,2023-01-16,ABC Foodmart - Bay Ridge,2024-12-19 00:00,2024-12-19 00:00,pharmacy,14.38
"Herrera, Spencer","Johnston, William",spencer.herrera@abcfoodmart.com,2023-01-16,ABC Foodmart - Staten Island,2024-02-01 00:00,2024-02-01 00:00,fresh produce,16.47
"Foster, Jennifer","Farrell, Christopher",jennifer.foster@abcfoodmart.com,2023-06-15,ABC Foodmart - Tribeca,2025-03-03 00:00,2025-03-03 00:00,pharmacy,13.51
"Martin, Monica","Carter, Karen",monica.martin@abcfoodmart.com,2023-11-23,ABC Foodmart - Staten Island,2026-01-29 00:00,2026-01-29 00:00,fresh produce,13.71
"Colon, Lindsey","Williams, Gina",lindsey.colon@abcfoodmart.com,2023-02-16,ABC Foodmart - Staten Island,2024-12-28 00:00,2024-12-28 00:00,pharmacy,13.15
"Martin, Monica","Waller, Chad",monica.martin@abcfoodmart.com,2023-11-23,ABC Foodmart - DUMBO,2026-02-11 00:00,2026-02-11 00:00,bakery,16.32
"Blanchard, Ricky","Compton, Jeffrey",ricky.blanchard@abcfoodmart.com,2023-05-23,ABC Foodmart - Bay Ridge,2024-11-16 00:00,2024-11-16 00:00,frozen foods,17.20
"Waters, Julie","Cooper, Robert",julie.waters@abcfoodmart.com,2023-05-20,ABC Foodmart - Tribeca,2024-11-08 00:00,2024-11-08 00:00,bakery,15.51
"Jordan, Carla","Carter, Karen",carla.jordan@abcfoodmart.com,2023-12-17,ABC Foodmart - Tribeca,2025-03-09 00:00,2025-03-09 00:00,bakery,13.56
"Thompson, Andrea","Cooper, Robert",andrea.thompson@abcfoodmart.com,2023-01-06,ABC Foodmart - DUMBO,2024-06-14 00:00,2024-06-14 00:00,customer service,14.72
"Waters, Julie","David, Mr.",julie.waters@abcfoodmart.com,2023-05-20,ABC Foodmart - DUMBO,2024-11-28 00:00,2024-11-28 00:00,dairy,14.39
"Herrera, Spencer","Hoffman, Tina",spencer.herrera@abcfoodmart.com,2023-01-16,ABC Foodmart - Staten Island,2024-02-28 00:00,2024-02-28 00:00,fresh produce,16.78
"Jordan, Carla","Compton, Jeffrey",carla.jordan@abcfoodmart.com,2023-12-17,ABC Foodmart - Bay Ridge,2025-03-25 00:00,2025-03-25 00:00,floral,13.75
"Terri, Mrs.","Flores, Angela",mrs..terri@abcfoodmart.com,2022-09-23,ABC Foodmart - Tribeca,2024-06-07 00:00,2024-06-07 00:00,dry goods,16.53
"Harrell, Angie","Waller, Chad",angie.harrell@abcfoodmart.com,2023-06-01,ABC Foodmart - DUMBO,2025-02-21 00:00,2025-02-21 00:00,fresh produce,19.59
"Meyer, James","Moran, John",james.meyer@abcfoodmart.com,2022-05-02,ABC Foodmart - Staten Island,2024-04-21 00:00,2024-04-21 00:00,dairy,12.46
"Smith, Brandy","Farrell, Christopher",brandy.smith@abcfoodmart.com,2023-12-26,ABC Foodmart - Bay Ridge,2025-10-18 00:00,2025-10-18 00:00,deli,14.90
"Smith, Brandy","Waller, Chad",brandy.smith@abcfoodmart.com,2023-12-26,ABC Foodmart - Tribeca,2025-11-14 00:00,2025-11-14 00:00,customer service,17.55
"Waters, Julie","Carter, Karen",julie.waters@abcfoodmart.com,2023-05-20,ABC Foodmart - Whitestone,2024-12-02 00:00,2024-12-02 00:00,fresh produce,14.02
"Alvarez, Brenda","Compton, Jeffrey",brenda.alvarez@abcfoodmart.com,2023-11-16,ABC Foodmart - Whitestone,2025-06-11 00:00,2025-06-11 00:00,frozen foods,14.91
"Gardner, Laura","Moran, John",laura.gardner@abcfoodmart.com,2023-09-04,ABC Foodmart - DUMBO,2025-04-13 00:00,2025-04-13 00:00,cashier,16.95
"Wood, Joshua","Johnston, William",joshua.wood@abcfoodmart.com,2022-11-26,ABC Foodmart - Whitestone,2024-12-07 00:00,2024-12-07 00:00,seafood,15.64
"Blanchard, Ricky","Farrell, Christopher",ricky.blanchard@abcfoodmart.com,2023-05-23,ABC Foodmart - Staten Island,2024-11-22 00:00,2024-11-22 00:00,dry goods,13.31
"Jackson, Gary","Hoffman, Tina",gary.jackson@abcfoodmart.com,2022-09-08,ABC Foodmart - Bay Ridge,2024-01-08 00:00,2024-01-08 00:00,bakery,13.27
"Hull, Shane","Ellis, Grant",shane.hull@abcfoodmart.com,2024-01-09,ABC Foodmart - Whitestone,2025-07-26 00:00,2025-07-26 00:00,deli,19.57
"Davis, Jennifer","Williams, Gina",jennifer.davis@abcfoodmart.com,2023-11-03,ABC Foodmart - Tribeca,2025-09-23 00:00,2025-09-23 00:00,fresh produce,17.69
"Herrera, Spencer","Flores, Angela",spencer.herrera@abcfoodmart.com,2023-01-16,ABC Foodmart - Tribeca,2024-03-22 00:00,2024-03-22 00:00,fresh produce,17.62
"Hull, Shane","Johnston, William",shane.hull@abcfoodmart.com,2024-01-09,ABC Foodmart - DUMBO,2025-08-12 00:00,2025-08-12 00:00,bakery,14.68
"Nichols, Brandon","Cooper, Robert",brandon.nichols@abcfoodmart.com,2024-02-28,ABC Foodmart - Staten Island,2025-10-08 00:00,2025-10-08 00:00,fresh produce,13.94
"Moon, James","Farrell, Christopher",james.moon@abcfoodmart.com,2023-10-20,ABC Foodmart - Whitestone,2025-03-30 00:00,2025-03-30 00:00,fresh produce,17.38
"Horton, Ashley","Compton, Jeffrey",ashley.horton@abcfoodmart.com,2024-01-24,ABC Foodmart - Tribeca,2025-09-15 00:00,2025-09-15 00:00,customer service,13.86
"Randolph, Emily","Farrell, Christopher",emily.randolph@abcfoodmart.com,2023-03-09,ABC Foodmart - Bay Ridge,2024-08-18 00:00,2024-08-18 00:00,floral,19.00
"Shah, Amanda","Moran, John",amanda.shah@abcfoodmart.com,2023-10-07,ABC Foodmart - Tribeca,2025-07-19 00:00,2025-07-19 00:00,cashier,13.58
"Horton, Mark","Ellis, Grant",mark.horton@abcfoodmart.com,2023-02-14,ABC Foodmart - Bay Ridge,2024-03-14 00:00,2024-03-14 00:00,meats,12.70
"Ellis, Lauren","Ellis, Grant",lauren.ellis@abcfoodmart.com,2022-10-22,ABC Foodmart - Whitestone,2024-07-17 00:00,2024-07-17 00:00,frozen foods,15.24
"Hayes, Brandon","Waller, Chad",brandon.hayes@abcfoodmart.com,2022-09-28,ABC Foodmart - Tribeca,2024-01-30 00:00,2024-01-30 00:00,cashier,12.66
"Conrad, Frederick","Cooper, Robert",frederick.conrad@abcfoodmart.com,2023-11-24,ABC Foodmart - DUMBO,2025-09-26 00:00,2025-09-26 00:00,frozen foods,18.04
"Hayes, Brandon","Farrell, Christopher",brandon.hayes@abcfoodmart.com,2022-09-28,ABC Foodmart - Tribeca,2024-02-03 00:00,2024-02-03 00:00,fresh produce,15.45
"Thompson, Andrea","Moran, John",andrea.thompson@abcfoodmart.com,2023-01-06,ABC Foodmart - Staten Island,2024-07-05 00:00,2024-07-05 00:00,meats,17.42
"Warren, Timothy","Farrell, Christopher",timothy.warren@abcfoodmart.com,2022-12-27,ABC Foodmart - Bay Ridge,2025-01-09 00:00,2025-01-09 00:00,dairy,18.38
"Garcia, Sarah","Farrell, Christopher",sarah.garcia@abcfoodmart.com,2022-12-14,ABC Foodmart - Bay Ridge,2024-07-07 00:00,2024-07-07 00:00,cashier,12.63
"Hughes, Christopher","Compton, Jeffrey",christopher.hughes@abcfoodmart.com,2022-09-01,ABC Foodmart - Staten Island,2024-06-01 00:00,2024-06-01 00:00,frozen foods,14.56
"Wells, Monica","Ellis, Grant",monica.wells@abcfoodmart.com,2024-03-12,ABC Foodmart - Whitestone,2025-09-08 00:00,2025-09-08 00:00,cashier,13.67
"Brooks, Renee","Hoffman, Tina",renee.brooks@abcfoodmart.com,2023-07-15,ABC Foodmart - Bay Ridge,2025-01-02 00:00,2025-01-02 00:00,cashier,13.51
"Herrera, Spencer","Cooper, Robert",spencer.herrera@abcfoodmart.com,2023-01-16,ABC Foodmart - Tribeca,2024-04-03 00:00,2024-04-03 00:00,deli,18.25
"Frederick, Evan","David, Mr.",evan.frederick@abcfoodmart.com,2023-02-24,ABC Foodmart - DUMBO,2024-03-19 00:00,2024-03-19 00:00,cashier,16.03
"Johnson, Samantha","Hoffman, Tina",samantha.johnson@abcfoodmart.com,2023-01-16,ABC Foodmart - Whitestone,2025-01-10 00:00,2025-01-10 00:00,fresh produce,14.28
"Sean, Mr.","Williams, Gina",mr..sean@abcfoodmart.com,2023-03-25,ABC Foodmart - Bay Ridge,2024-08-31 00:00,2024-08-31 00:00,bakery,17.66
"Shah, Amanda","Moran, John",amanda.shah@abcfoodmart.com,2023-10-07,ABC Foodmart - DUMBO,2025-08-07 00:00,2025-08-07 00:00,meats,18.72
"Meyer, James","Hoffman, Tina",james.meyer@abcfoodmart.com,2022-05-02,ABC Foodmart - Tribeca,2024-05-14 00:00,2024-05-14 00:00,bakery,12.81
"Owens, Jeffrey","David, Mr.",jeffrey.owens@abcfoodmart.com,2022-05-03,ABC Foodmart - Staten Island,2023-07-10 00:00,2023-07-10 00:00,dry goods,17.53
"Blanchard, Ricky","Compton, Jeffrey",ricky.blanchard@abcfoodmart.com,2023-05-23,ABC Foodmart - Staten Island,2024-12-18 00:00,2024-12-18 00:00,bakery,14.45
"Hayes, Brandon","Williams, Gina",brandon.hayes@abcfoodmart.com,2022-09-28,ABC Foodmart - Staten Island,2024-02-11 00:00,2024-02-11 00:00,deli,13.81
"Gonzalez, Michele","Johnston, William",michele.gonzalez@abcfoodmart.com,2023-09-23,ABC Foodmart - Bay Ridge,2025-02-04 00:00,2025-02-04 00:00,floral,19.89
"Vasquez, Peter","Johnston, William",peter.vasquez@abcfoodmart.com,2023-01-05,ABC Foodmart - Bay Ridge,2024-06-05 00:00,2024-06-05 00:00,cashier,19.55
"Jacobs, Brenda","Williams, Gina",brenda.jacobs@abcfoodmart.com,2024-02-09,ABC Foodmart - Staten Island,2025-07-08 00:00,2025-07-08 00:00,cashier,12.03
"Payne, Samantha","Cooper, Robert",samantha.payne@abcfoodmart.com,2024-04-06,ABC Foodmart - DUMBO,2025-09-27 00:00,2025-09-27 00:00,dairy,14.78
